b'time,Year,Month,Day,Hour,latitude,longitude,country,state,county,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-11-06T04:03:42.000Z,2011,11,6,4,35.521,-96.771,us,Oklahoma,Lincoln County,5,4,ml,17,69.2,,,us,usp000jadq,2014-11-07T01:46:18.304Z,Oklahoma,earthquake,,,,,reviewed,tul,tul
2011-11-09T06:40:23.524Z,2011,11,9,6,39.2971,-115.7464,us,Nevada,White Pine County,0,4,ml,6,212.81,0.957,0.0854,nn,nn00354699,2015-11-16T23:08:39.817Z,"30km SE of Eureka, Nevada",earthquake,12.36,,0.48,3,reviewed,nn,nn
2011-11-14T06:51:38.380Z,2011,11,14,6,43.043,-103.415,us,South Dakota,Fall River County,5,4,mb,137,23.7,,0.94,us,usp000jav8,2015-03-24T01:23:01.468Z,South Dakota,earthquake,,,,4,reviewed,us,us
2012-03-05T13:33:20.630Z,2012,3,5,13,37.9255,-122.3483333,us,California,Contra Costa County,2.04,4,mh,5,214,0.1019,0.09,ci,ci15118577,2016-03-12T03:12:37.234Z,"1km S of Richmond, CA",earthquake,1.97,1.33,,0,reviewed,ci,ci
2012-06-30T01:53:53.790Z,2012,6,30,1,40.727,-125.2,us,California,Humboldt County,7.3,4,mwr,113,222.1,,,us,usp000jndd,2015-01-30T04:53:00.671Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2012-07-12T10:39:07.500Z,2012,7,12,10,40.747,-123.679,us,California,Humboldt County,30.4,4,mwr,177,57.7,,,us,usp000jnx9,2015-01-28T14:43:16.007Z,Northern California,earthquake,,,,,reviewed,nc,brk
2012-09-14T18:19:50.260Z,2012,9,14,18,40.437,-124.163,us,California,Humboldt County,26.773,4,mh,4,225,0.3934,0.24,ci,ci15215633,2016-03-12T03:28:12.771Z,"8km SW of Rio Dell, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2013-01-24T23:25:51.790Z,2013,1,24,23,38.5413333,-119.6166667,us,California,Alpine County,-0.307,4,mh,7,248,0.7893,0.64,ci,ci15277281,2016-03-11T23:55:11.184Z,"36km SW of Smith Valley, NV",earthquake,7.78,14.9,,0,reviewed,ci,ci
2013-05-24T09:42:52.300Z,2013,5,24,9,40.1743,-121.0695,us,California,Plumas County,5.9,4,Ml,,136.8,0.08983153,0.12,nc,nc71998016,2015-01-29T22:11:13.853Z,"10km WNW of Greenville, California",earthquake,0.3,0.9,0.2,70,reviewed,nc,nc
2014-01-02T06:23:09.700Z,2014,1,2,6,40.29,-124.4527,us,California,Humboldt County,20.3,4,Mw,,248.4,0.13474729,0.09,nc,nc72134626,2015-05-22T03:05:06.628Z,"35km SSW of Ferndale, California",earthquake,0.7,0.3,,5,reviewed,nc,nc
2014-01-29T01:30:27.500Z,2014,1,29,1,37.3237,-114.1125,us,Nevada,Lincoln County,7,4,Ml,,82.8,0.23356197,0.15,uu,uu60053437,2016-03-11T13:03:13.113Z,"42km WNW of Ivins, Utah",earthquake,0.5,0.6,0.2,23,reviewed,uu,uu
2014-03-14T16:32:35.200Z,2014,3,14,16,40.3482,-124.6103,us,California,Humboldt County,19.5,4,Mw,,230.4,0.25152828,0.14,nc,nc72185141,2015-05-18T22:35:36.359Z,"38km SW of Ferndale, California",earthquake,0.7,0.4,,13,reviewed,nc,nc
2014-03-16T03:46:09.700Z,2014,3,16,3,40.8585,-125.0218,us,California,Humboldt County,24.4,4,Mw,,255.6,0.646787,0.17,nc,nc72186031,2015-05-18T22:39:19.784Z,"71km W of Bayview, California",earthquake,1,12.5,,10,reviewed,nc,nc
2014-04-10T07:33:57.100Z,2014,4,10,7,35.7745,-97.4826,us,Oklahoma,Logan County,7.04,4,mwr,,70,,1.18,us,usc000pdy4,2016-01-22T03:24:27.581Z,"12km SSW of Guthrie, Oklahoma",earthquake,,3.1,0.044,49,reviewed,tul,us
2014-04-10T12:21:33.500Z,2014,4,10,12,44.591,-114.321,us,Idaho,Custer County,7.2,4,mwr,,,,0.96,us,usc000pe6v,2015-01-29T03:51:08.053Z,"11km NW of Challis, Idaho",earthquake,,2.6,0.036,74,reviewed,mb,us
2014-05-30T07:48:33.100Z,2014,5,30,7,38.4065,-119.3642,us,California,Mono County,11.5,4,Mw,134,82.8,0.37729242,0.12,nc,nc72229261,2016-03-12T02:27:10.401Z,"20km NW of Bridgeport, California",earthquake,0.1,0.5,,9,reviewed,nc,nc
2014-06-29T06:10:05.720Z,2014,6,29,6,32.5649,-109.1001,us,New Mexico,Hidalgo County,5,4,mwr,,100,1.111,0.51,us,usb000rvqp,2016-01-22T03:43:48.443Z,"43km WNW of Lordsburg, New Mexico",earthquake,,1.5,0.059,28,reviewed,us,us
2014-07-12T17:11:46.700Z,2014,7,12,17,35.8637,-97.321,us,Oklahoma,Logan County,4.047,4,mwr,,53,,1.11,us,usb000rsdy,2015-01-28T13:19:12.322Z,"9km E of Guthrie, Oklahoma",earthquake,,5.5,0.043,53,reviewed,tul,us
2014-09-30T03:01:25.900Z,2014,9,30,3,36.2237,-97.5535,us,Oklahoma,Garfield County,2.2,4,mwr,,,,0.46,us,usb000sh86,2015-01-28T13:13:01.821Z,"24km WSW of Perry, Oklahoma",earthquake,0.8,5.9,0.036,75,reviewed,tul,us
2014-10-07T16:51:13.100Z,2014,10,7,16,35.9474,-96.7642,us,Oklahoma,Payne County,5.28,4,mwr,,81,,0.61,us,usb000sjk0,2016-01-22T03:08:21.154Z,"4km S of Cushing, Oklahoma",earthquake,3.9,5.8,0.033,90,reviewed,tul,us
2014-11-30T10:24:44.400Z,2014,11,30,10,36.6028,-97.6068,us,Oklahoma,Grant County,5.684,4,mwr,,62,,0.8,us,usb000t1de,2015-02-24T00:35:13.040Z,"25km SSE of Medford, Oklahoma",earthquake,2.8,6.6,0.045,48,reviewed,tul,us
2014-12-14T21:18:20.500Z,2014,12,14,21,36.3187,-96.7553,us,Oklahoma,Pawnee County,4.679,4,mwr,,99,,0.47,us,usc000t6mn,2016-11-02T05:04:47.131Z,"4km ESE of Pawnee, Oklahoma",earthquake,2,5.7,0.04,61,reviewed,tul,us
2015-01-27T15:58:40.100Z,2015,1,27,15,36.6288,-97.7124,us,Oklahoma,Grant County,5,4,mwr,,71,,0.78,us,usb000tilr,2016-01-22T03:09:35.697Z,"19km S of Medford, Oklahoma",earthquake,2.1,5.9,0.043,52,reviewed,tul,us
2015-03-24T19:48:28.900Z,2015,3,24,19,36.7776,-98.0301,us,Oklahoma,Grant County,6.513,4,ml,,62,,0.81,us,us10001qdg,2015-06-09T21:30:05.040Z,"26km W of Medford, Oklahoma",earthquake,2,6,,,reviewed,tul,tul
2015-04-08T20:52:00.500Z,2015,4,8,20,35.8192,-97.4191,us,Oklahoma,Logan County,2.487,4,mwr,,62,,0.96,us,us2000255v,2016-05-31T23:24:37.128Z,"6km S of Guthrie, Oklahoma",earthquake,4.3,5.9,0.043,51,reviewed,tul,us
2015-05-07T22:58:05.200Z,2015,5,7,22,32.4817,-97.1006,us,Texas,Johnson County,2.54,4,mwr,,39,0.379,0.79,us,us20002dm8,2016-01-22T03:50:12.071Z,"5km N of Venus, Texas",earthquake,4.5,5,0.05,39,reviewed,us,us
2015-05-14T17:41:14.670Z,2015,5,14,17,29.3928,-102.558,us,Texas,Brewster County,15.8,4,mb,,133,0.969,0.86,us,us1000290e,2015-07-23T01:03:59.040Z,"84km S of Sanderson, Texas",earthquake,6.6,5.4,0.366,2,reviewed,us,us
2015-05-23T18:44:28.360Z,2015,5,23,18,37.4294,-98.9535,us,Kansas,Barber County,5,4,mwr,,15,0.737,1.21,us,us10002bup,2016-01-22T03:50:51.474Z,"30km SW of Pratt, Kansas",earthquake,2.7,1.8,0.055,32,reviewed,us,us
2015-06-14T18:17:09.000Z,2015,6,14,18,36.286,-97.5217,us,Oklahoma,Garfield County,6.278,4,mwr,,52,,0.85,us,us20002prt,2015-08-20T00:43:57.040Z,"20km W of Perry, Oklahoma",earthquake,2.5,6.1,0.04,59,reviewed,tul,us
2015-06-20T05:10:54.900Z,2015,6,20,5,35.7392,-97.3865,us,Oklahoma,Logan County,3,4,mwr,,,,0.64,us,us10002kf3,2015-09-01T00:53:51.040Z,"12km NE of Edmond, Oklahoma",earthquake,3.2,5.3,0.063,24,reviewed,tul,us
2015-08-05T07:48:02.300Z,2015,8,5,7,36.5979,-97.6921,us,Oklahoma,Grant County,6.021,4,ml,,65,,0.79,us,us10002y1u,2015-10-30T02:47:49.040Z,"23km S of Medford, Oklahoma",earthquake,3.1,6.6,,,reviewed,tul,tul
2015-09-16T16:10:47.340Z,2015,9,16,16,34.1371667,-116.858,us,California,San Bernardino County,9.55,4,mw,210,20,0.0779,0.17,ci,ci37243591,2016-03-11T15:37:22.924Z,"13km SSE of Big Bear Lake, CA",earthquake,0.08,0.19,,8,reviewed,ci,ci
2015-09-25T01:16:37.700Z,2015,9,25,1,35.987,-96.7872,us,Oklahoma,Payne County,2.893,4,mwr,,76,,0.73,us,us20003nwb,2016-05-31T23:39:40.540Z,"1km W of Cushing, Oklahoma",earthquake,1.9,4.8,0.037,72,reviewed,tul,us
2015-11-02T06:29:07.090Z,2015,11,2,6,34.1357,-112.132,us,Arizona,Yavapai County,5.92,4,mwr,,26,0.637,1.22,us,us2000419p,2016-10-02T23:50:49.078Z,"7km NNE of Black Canyon City, Arizona",earthquake,3.7,3.5,0.048,42,reviewed,us,us
2015-11-19T01:50:17.403Z,2015,11,19,1,41.8731,-119.6231,us,Nevada,Washoe County,12.1,4,ml,8,76.62,0.151,0.1882,nn,nn00519381,2016-02-18T04:48:42.040Z,"69km ESE of Lakeview, Oregon",earthquake,4.41,3.1,0.29,5,reviewed,nn,nn
2015-12-06T01:01:41.900Z,2015,12,6,1,36.4703,-98.7606,us,Oklahoma,Woods County,6.126,4,mwr,,97,,0.64,us,us100044cf,2016-03-02T03:36:33.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.9,5.7,0.04,59,reviewed,tul,us
2016-01-06T06:19:25.300Z,2016,1,6,6,36.4885,-98.7319,us,Oklahoma,Woods County,9.409,4,ml,,117,,1.08,us,us10004bpl,2016-03-28T22:09:40.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.8,6.6,,,reviewed,tul,tul
2016-02-06T23:09:10.990Z,2016,2,6,23,37.0868,-104.957,us,Colorado,Las Animas County,1.57,4,mb,,56,0.439,0.92,us,us20004yg7,2016-04-19T01:33:22.040Z,"41km WSW of Trinidad, Colorado",earthquake,2.4,8.3,0.113,21,reviewed,us,us
2016-02-13T17:17:39.100Z,2016,2,13,17,36.4812,-98.7392,us,Oklahoma,Woods County,5,4,ml,,116,,0.91,us,us20004zyf,2016-04-26T23:28:19.040Z,"33km NW of Fairview, Oklahoma",earthquake,3.2,5.9,,,reviewed,tul,tul
2016-02-26T23:00:39.490Z,2016,2,26,23,43.5001,-110.3839,us,Wyoming,Teton County,5.49,4,mwr,,18,0.195,1.16,us,us10004t1f,2016-08-27T21:15:58.064Z,"30km E of Jackson, Wyoming",earthquake,3.2,6.3,0.052,35,reviewed,us,us
2016-08-17T13:34:28.700Z,2016,8,17,13,35.6775,-97.0794,us,Oklahoma,Lincoln County,6.055,4,mwr,,42,,0.29,us,us10006eew,2016-11-15T02:21:52.040Z,"10km E of Luther, Oklahoma",earthquake,3.5,6.8,0.038,67,reviewed,tul,us
2016-10-21T20:26:00.500Z,2016,10,21,20,36.4493,-98.7758,us,Oklahoma,Major County,7.081,4,mwr,,69,,0.29,us,us20007g02,2016-10-24T15:04:41.813Z,"33km NW of Fairview, Oklahoma",earthquake,1.1,3.8,0.051,37,reviewed,tul,us
