b'time,Year,Month,Day,Hour,latitude,longitude,country,state,county,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-04-13T00:04:39.000Z,2014,4,13,0,44.62,-114.33,us,Idaho,Custer County,3.5,4.8,mwr,,,,1.43,us,usc000pi6d,2015-01-28T18:06:35.007Z,"15km NNW of Challis, Idaho",earthquake,,3.8,0.033,89,reviewed,mb,us
2015-02-14T02:28:56.228Z,2015,2,14,2,37.1418,-117.2618,us,Nevada,Esmeralda County,17.0047,4.8,ml,19,54.03,0.168,0.1919,nn,nn00482627,2016-03-11T15:19:59.098Z,"51km WNW of Beatty, Nevada",earthquake,1.7497,1.3063,,6,reviewed,nn,nn
2016-02-16T23:04:26.900Z,2016,2,16,23,37.2023,-118.4035,us,California,Inyo County,15.1,4.8,Mw,52,104.4,0.1176793,0.07,nc,nc72592670,2016-11-10T22:12:41.609Z,"10km WNW of Big Pine, California",earthquake,0.3,0.6,,6,reviewed,nc,nc
2016-08-27T20:47:47.240Z,2016,8,27,20,43.2226,-110.3593,us,Wyoming,Sublette County,12.3,4.8,mwr,,7,0.373,1.14,us,us20006umx,2016-10-07T22:34:12.760Z,"35km E of Hoback, Wyoming",earthquake,4.1,3.7,0.035,78,reviewed,us,us
2002-09-03T07:08:51.840Z,2002,9,3,7,33.9123333,-117.7833333,us,California,Orange County,9.371,4.78,ml,141,19,,0.31,ci,ci9818433,2016-04-02T15:37:07.714Z,"4km NE of Yorba Linda, CA",earthquake,0.18,0.39,0.185,166,reviewed,ci,ci
2002-10-29T14:16:54.080Z,2002,10,29,14,34.8026667,-116.2665,us,California,San Bernardino County,3.67,4.77,ml,31,51.1,,0.2,ci,ci9854597,2016-04-02T06:09:44.410Z,"13km NW of Ludlow, CA",earthquake,0.32,0.54,0.543,130,reviewed,ci,ci
2009-03-24T11:55:43.930Z,2009,3,24,11,33.3171667,-115.7281667,us,California,Imperial County,6.003,4.77,ml,77,37,0.03561,0.26,ci,ci14433456,2016-11-10T02:09:58.371Z,"4km S of Bombay Beach, CA",earthquake,0.28,1.34,0.127,346,reviewed,ci,ci
2007-03-09T03:17:32.900Z,2007,3,9,3,38.4005,-119.4003333,us,California,Mono County,-1.41,4.76,ml,3,263,0.8584,0.3,ci,ci10234857,2016-03-09T02:28:13.570Z,"43km S of Smith Valley, NV",earthquake,7.74,11.31,0.168,167,reviewed,ci,ci
2009-10-03T01:09:19.140Z,2009,10,3,1,36.391,-117.8638333,us,California,Inyo County,0.7,4.74,ml,36,51,0.1665,0.26,ci,ci14519756,2016-11-10T02:17:55.998Z,"18km NE of Olancha, CA",earthquake,0.42,0.95,0.164,185,reviewed,ci,ci
2007-09-02T17:29:14.790Z,2007,9,2,17,33.7321667,-117.477,us,California,Riverside County,12.192,4.73,ml,136,54,,0.32,ci,ci10275733,2016-03-08T20:52:04.122Z,"13km NE of Trabuco Canyon, CA",earthquake,0.27,0.55,0.137,396,reviewed,ci,ci
2009-05-23T22:58:32.940Z,2009,5,23,22,36.3961667,-117.8376667,us,California,Inyo County,-0.64,4.73,ml,38,52,0.1564,0.25,ci,ci14462064,2016-07-08T00:17:51.640Z,"20km NE of Olancha, CA",earthquake,0.38,0.94,0.138,385,reviewed,ci,ci
2010-04-05T13:33:05.360Z,2010,4,5,13,32.6401667,-115.8018333,us,California,Imperial County,0.002,4.73,mw,36,188,0.06431,0.23,ci,ci14613212,2016-11-10T02:26:43.062Z,"21km ESE of Ocotillo, CA",earthquake,0.51,0.83,,6,reviewed,ci,ci
2016-07-21T23:09:05.780Z,2016,7,21,23,40.7243333,-123.8918333,us,California,Humboldt County,26.24,4.73,mw,49,39,0.14,0.17,nc,nc72664436,2016-09-17T01:27:53.040Z,"19km SE of Bayside, California",earthquake,0.26,0.81,,5,reviewed,nc,nc
2004-09-20T16:51:05.040Z,2004,9,20,16,38.0153351,-118.6463318,us,California,Mono County,-2.42,4.72,ml,95,217,0.2781,0.11,ci,ci14092988,2016-04-02T07:15:06.135Z,"51km NE of Mammoth Lakes, CA",earthquake,1.05,12.57,0.433,4,automatic,ci,ci
2014-11-06T08:34:46.519Z,2014,11,6,8,41.9061,-119.6573,us,Nevada,Washoe County,5.1853,4.72,ml,7,78.33,0.481,0.1662,nn,nn00466441,2015-03-20T00:30:44.832Z,"65km ESE of Lakeview, Oregon",earthquake,4.0816,6.7394,0.19,6,reviewed,nn,nn
2003-04-17T01:04:19.000Z,2003,4,17,1,39.516,-111.857,us,Utah,Sanpete County,0.3,4.7,mb,60,76.8,,,us,usp000bvbj,2014-11-07T01:18:21.513Z,Utah,earthquake,,,,2,reviewed,slc,us
2004-08-19T06:06:03.630Z,2004,8,19,6,44.6645,-124.3003333,us,Oregon,Lincoln County,27.274,4.7,md,23,212,,0.29,uw,uw10613523,2016-09-01T18:41:30.435Z,offshore Oregon,earthquake,1.284,0.75,0.04,19,reviewed,uw,uw
2008-02-21T14:20:51.682Z,2008,2,21,14,41.1056,-114.8895,us,Nevada,Elko County,6.8,4.7,ml,9,91.36,0.278,0.2605,nn,nn00235990,2015-11-17T10:10:24.784Z,"6km E of Wells, Nevada",earthquake,2.07,4.4,0.45,8,reviewed,nn,nn
2008-04-18T15:14:17.210Z,2008,4,18,15,38.4585,-87.8691667,us,Illinois,Wabash County,15.46,4.7,mw,16,89,,0.28,nm,nm606669,2016-11-10T01:54:53.381Z,"10km WNW of Mount Carmel, Illinois",earthquake,0.8,0.9,,,reviewed,nm,nm
2008-04-26T06:40:19.120Z,2008,4,26,6,38.6103333,-119.1331667,us,Nevada,Lyon County,3.535,4.7,mh,5,253,0.7747,0.51,ci,ci10320621,2016-03-09T08:33:55.984Z,"27km SE of Smith Valley, NV",earthquake,2.84,31.61,,0,reviewed,ci,ci
2009-05-18T03:39:36.340Z,2009,5,18,3,33.9376667,-118.3356667,us,California,Los Angeles County,13.817,4.7,mw,123,44,,0.34,ci,ci10410337,2016-03-09T10:21:00.466Z,"2km E of Lennox, CA",earthquake,0.29,0.49,,0,reviewed,ci,ci
2011-02-28T05:00:50.240Z,2011,2,28,5,35.2686667,-92.3545,us,Arkansas,Faulkner County,3.16,4.7,mw,19,54,,0.21,nm,nm608509,2016-04-08T12:51:18.302Z,"4km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,1.334,2,reviewed,nm,nm
2011-08-22T23:30:19.870Z,2011,8,22,23,37.032,-104.554,us,Colorado,Las Animas County,5,4.7,mwr,243,15.4,,1.23,us,usp000j6w4,2015-03-24T01:20:07.326Z,Colorado,earthquake,,,,,reviewed,us,us
2011-10-27T06:37:09.300Z,2011,10,27,6,39.604,-120.47,us,California,Sierra County,13.365,4.7,mh,0,,0.7978,,ci,ci11026045,2016-03-10T19:24:36.784Z,"23km S of Portola, CA",earthquake,,,,0,reviewed,ci,ci
2013-03-11T16:56:06.060Z,2013,3,11,16,33.5008333,-116.4581667,us,California,Riverside County,10.943,4.7,mh,110,16,,0.22,ci,ci15296281,2016-03-11T12:35:35.564Z,"21km ESE of Anza, CA",earthquake,0.14,0.32,,0,reviewed,ci,ci
2014-12-01T05:57:37.030Z,2014,12,1,5,35.0423,-111.7276,us,Arizona,Coconino County,5,4.7,mww,,23,0.555,0.99,us,usb000t1hf,2016-03-11T22:54:39.681Z,"6km SSW of Kachina Village, Arizona",earthquake,3.5,1.8,,,reviewed,us,us
2015-09-14T13:55:48.087Z,2015,9,14,13,41.8594,-119.6271,us,Nevada,Washoe County,9.7,4.7,ml,10,98.44,0.157,0.2669,nn,nn00510518,2016-11-10T21:51:58.019Z,"69km ESE of Lakeview, Oregon",earthquake,4.01,4.3,0.4,6,reviewed,nn,nn
2015-11-19T07:42:12.000Z,2015,11,19,7,36.6602,-98.4594,us,Oklahoma,Alfalfa County,5.914,4.7,mwr,,116,,0.66,us,us10003zgz,2016-11-10T22:01:11.464Z,"13km SW of Cherokee, Oklahoma",earthquake,3,4.2,0.04,59,reviewed,tul,us
2015-11-30T09:49:12.800Z,2015,11,30,9,36.7509,-98.0561,us,Oklahoma,Grant County,5.629,4.7,mwr,,176,,0.66,us,us1000424d,2016-11-10T22:02:46.749Z,"26km E of Cherokee, Oklahoma",earthquake,3,4.9,0.022,190,reviewed,tul,us
2016-01-07T04:27:57.600Z,2016,1,7,4,36.4955,-98.7254,us,Oklahoma,Woods County,4.058,4.7,mww,,118,,0.99,us,us10004bz5,2016-11-10T22:07:20.189Z,"33km NW of Fairview, Oklahoma",earthquake,4.1,3.5,,,reviewed,tul,us
2003-12-22T19:53:30.200Z,2003,12,22,19,35.6511667,-121.0716667,us,California,San Luis Obispo County,6.514,4.69,ml,9,244,0.4177,0.21,ci,ci9966477,2016-04-02T13:15:24.247Z,"10km N of Cambria, CA",earthquake,2.23,19.47,0.214,12,reviewed,ci,ci
2005-09-22T20:24:48.620Z,2005,9,22,20,35.0433333,-119.0143333,us,California,Kern County,10.005,4.69,mw,107,18,,0.41,ci,ci14186612,2016-03-08T00:14:01.760Z,"14km NW of Grapevine, CA",earthquake,0.31,0.71,0.232,0,reviewed,ci,ci
2006-08-03T03:08:10.480Z,2006,8,3,3,38.4391667,-122.7961667,us,California,Sonoma County,5.747,4.69,ml,14,209,0.2815,0.53,ci,ci14244292,2016-03-08T22:01:49.644Z,"5km NNE of Sebastopol, CA",earthquake,3.51,31.61,0.179,181,reviewed,ci,ci
2010-05-08T18:46:27.460Z,2010,5,8,18,32.6755,-115.8101667,us,California,Imperial County,2.383,4.68,mw,43,88,0.02652,0.18,ci,ci10657549,2016-11-10T02:28:04.653Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,7,reviewed,ci,ci
2014-11-07T08:05:54.864Z,2014,11,7,8,41.8805,-119.6299,us,Nevada,Washoe County,0,4.68,ml,6,76.98,0.502,0.1903,nn,nn00466648,2015-03-20T00:36:24.055Z,"68km ESE of Lakeview, Oregon",earthquake,2.8477,,0.59,4,reviewed,nn,nn
2009-01-30T13:25:03.760Z,2009,1,30,13,47.7865,-122.5846667,us,Washington,Kitsap County,62.24,4.67,ml,77,27,0.0526,0.52,uw,uw10763723,2016-07-13T22:41:35.800Z,"Seattle-Tacoma urban area, Washington",earthquake,0.83,0.99,0.188,144,reviewed,uw,uw
2012-10-16T23:12:25.080Z,2012,10,16,23,43.5973333,-70.656,us,Maine,York County,16.09,4.67,ml,27,116,,0.27,ld,ld60036706,2016-05-26T21:23:14.500Z,Maine,earthquake,0.47,0.79,0.15,42,reviewed,ld,ld
2001-02-10T21:05:05.780Z,2001,2,10,21,34.2895,-116.9458333,us,California,San Bernardino County,7.611,4.66,mw,92,23,0.05891,0.25,ci,ci9627721,2016-04-02T11:24:28.369Z,"6km NNW of Big Bear Lake, CA",earthquake,0.29,1.48,,6,reviewed,ci,ci
2007-08-09T07:58:49.590Z,2007,8,9,7,34.2995,-118.6195,us,California,Los Angeles County,7.062,4.66,ml,111,24,0.0442,0.3,ci,ci14312160,2016-03-09T12:36:26.624Z,"5km NNW of Chatsworth, CA",earthquake,0.24,1.05,0.177,355,reviewed,ci,ci
2009-10-03T05:31:57.720Z,2009,10,3,5,36.39,-117.8635,us,California,Inyo County,0.08,4.66,ml,36,51,0.1674,0.25,ci,ci14520476,2016-03-09T09:06:10.686Z,"18km NE of Olancha, CA",earthquake,0.37,0.9,0.131,399,reviewed,ci,ci
2005-05-16T07:24:38.070Z,2005,5,16,7,35.8894997,-120.4753342,us,California,Monterey County,-0.254,4.65,ml,136,180,0.07733,0.27,ci,ci10100053,2016-03-08T00:25:06.710Z,"4km WSW of Parkfield, CA",earthquake,5.31,11.96,0.207,15,automatic,ci,ci
2003-03-11T19:28:17.910Z,2003,3,11,19,34.3591667,-116.1331667,us,California,San Bernardino County,3.069,4.64,ml,69,32.2,,0.26,ci,ci13945908,2016-04-02T13:01:59.388Z,"25km NNW of Twentynine Palms, CA",earthquake,0.22,0.44,0.968,132,reviewed,ci,ci
2003-12-23T18:17:11.750Z,2003,12,23,18,35.6486667,-121.0658333,us,California,San Luis Obispo County,5.086,4.63,ml,8,243,0.4137,0.13,ci,ci9967901,2016-04-02T00:33:24.362Z,"10km N of Cambria, CA",earthquake,1.75,16.73,0.193,131,reviewed,ci,ci
2010-04-22T17:12:13.050Z,2010,4,22,17,32.6595,-115.8075,us,California,Imperial County,5.315,4.63,ml,40,125,0.0165,0.21,ci,ci10629477,2016-03-10T01:39:06.970Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.34,0.133,408,reviewed,ci,ci
2006-11-03T15:56:43.050Z,2006,11,3,15,32.676,-116.0481667,us,California,Imperial County,13.436,4.62,ml,48,145,0.04732,0.44,ci,ci10215753,2016-03-08T20:33:18.634Z,"8km SW of Ocotillo, CA",earthquake,0.48,0.64,0.173,378,reviewed,ci,ci
2003-02-25T04:03:04.800Z,2003,2,25,4,34.3155,-116.8445,us,California,San Bernardino County,1.099,4.61,ml,100,17.8,,0.27,ci,ci13938812,2016-04-01T20:46:07.006Z,"6km N of Big Bear City, CA",earthquake,0.19,0.46,0.943,132,reviewed,ci,ci
2004-08-30T04:30:57.070Z,2004,8,30,4,36.493,-121.3134995,us,California,Monterey County,5.153,4.61,ml,79,209,0.2911,0.3,ci,ci14088052,2016-04-02T13:42:19.390Z,"8km N of Soledad, CA",earthquake,19.39,8.59,0.174,2,automatic,ci,ci
2010-06-15T04:59:45.530Z,2010,6,15,4,32.6995,-115.95,us,California,Imperial County,10.519,4.61,ml,60,121,0.1264,0.33,ci,ci14745932,2016-03-10T16:54:12.493Z,"6km SE of Ocotillo, CA",earthquake,0.48,1.26,0.178,397,reviewed,ci,ci
2012-08-26T23:33:25.130Z,2012,8,26,23,33.028,-115.5305,us,California,Imperial County,7.47,4.61,mw,62,82,0.04411,0.22,ci,ci15201537,2016-03-12T05:17:52.460Z,"6km N of Brawley, CA",earthquake,0.26,0.63,,6,reviewed,ci,ci
2015-07-16T01:52:11.994Z,2015,7,16,1,41.8986,-119.6367,us,Nevada,Washoe County,10.0819,4.61,ml,6,155.91,0.129,0.184,nn,nn00501944,2015-10-14T21:05:35.040Z,"66km ESE of Lakeview, Oregon",earthquake,3.653,5.8046,0.43,5,reviewed,nn,nn
2000-01-11T14:19:52.080Z,2000,1,11,14,38.768,-122.913,us,California,Sonoma County,6.6,4.6,mwr,,,,,us,usp0009m17,2014-11-07T01:09:19.119Z,Northern California,earthquake,,,,,reviewed,nc,brk
2000-11-24T04:20:06.000Z,2000,11,24,4,44.75,-110.69,us,Wyoming,Park County,4.4,4.6,mb,120,,,,us,usp000a4tk,2014-11-07T01:11:33.431Z,"Yellowstone National Park, Wyoming",earthquake,,,,12,reviewed,slc,us
2001-10-08T05:37:11.000Z,2001,10,8,5,41.22,-115.85,us,Nevada,Elko County,0,4.6,ml,41,,,,us,usp000aqev,2014-11-07T01:13:57.452Z,Nevada,earthquake,,,,,reviewed,ren,ren
2001-12-28T21:14:01.950Z,2001,12,28,21,36.641,-121.251,us,California,San Benito County,6.8,4.6,mw,96,,,,us,usp000avf0,2015-01-28T10:24:47.411Z,Central California,earthquake,,,,,reviewed,nc,brk
2002-04-29T00:43:29.720Z,2002,4,29,0,40.601,-124.455,us,California,Humboldt County,29.8,4.6,mwr,89,,,,us,usp000b3cb,2015-01-28T10:45:47.577Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2002-06-18T17:37:17.270Z,2002,6,18,17,38.0001667,-87.7563333,us,Indiana,Posey County,16.05,4.6,mw,14,99,,0.17,nm,nm605053,2016-04-11T16:13:58.730Z,"14km ENE of Mount Vernon, Indiana",earthquake,1.7,0.9,,,reviewed,nm,nm
2003-04-29T08:59:39.070Z,2003,4,29,8,34.4938333,-85.6298333,us,Alabama,DeKalb County,19.81,4.6,mw,21,154,,0.07,se,se605341,2016-04-11T14:33:33.577Z,"9km NE of Fort Payne, Alabama",earthquake,0.8,0.9,,,reviewed,se,se
2006-03-26T01:56:37.970Z,2006,3,26,1,40.273,-124.412,us,California,Humboldt County,23.3,4.6,mwr,54,189.1,,,us,usp000ecyv,2015-01-28T11:33:45.928Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2007-06-12T07:23:43.590Z,2007,6,12,7,37.5371667,-118.879,us,California,Mono County,2.667,4.6,mh,13,73,,0.22,ci,ci14297516,2016-03-08T18:59:38.431Z,"14km SE of Mammoth Lakes, CA",earthquake,0.7,31.61,,0,reviewed,ci,ci
2008-08-17T05:56:59.000Z,2008,8,17,5,41.183,-124.197,us,California,Humboldt County,17,4.6,mwr,181,153.6,,,us,usp000gev3,2015-01-28T07:15:11.820Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2008-11-16T05:43:15.590Z,2008,11,16,5,40.3138333,-124.6026667,us,California,Humboldt County,18.59,4.6,mh,15,340,2.014,2.64,ci,ci10101522,2016-03-09T13:12:17.170Z,"41km SW of Ferndale, CA",earthquake,44.6,31.61,,0,reviewed,ci,ci
2008-12-28T05:15:56.000Z,2008,12,28,5,44.502,-110.366,us,Wyoming,Teton County,0.3,4.6,mb,69,26.4,,,us,usp000grpb,2015-01-29T22:49:22.793Z,"Yellowstone National Park, Wyoming",earthquake,,,,2,reviewed,slc,us
2009-11-16T21:21:30.630Z,2009,11,16,21,35.5485,-117.2745,us,California,San Bernardino County,1.248,4.6,ml,54,46,0.0771,0.23,ci,ci10497821,2016-03-09T15:34:59.824Z,"26km SSE of Trona, CA",earthquake,0.28,0.64,0.135,377,reviewed,ci,ci
2010-04-15T23:59:38.000Z,2010,4,15,23,41.703,-111.09,us,Utah,Rich County,7.9,4.6,mwc,357,10.4,,,us,usp000hbfd,2016-11-10T02:27:09.570Z,Utah,earthquake,,,,,reviewed,slc,gcmt
2010-04-22T14:22:03.390Z,2010,4,22,14,32.6703333,-115.8073333,us,California,Imperial County,4.945,4.6,ml,37,100,0.02354,0.21,ci,ci10629213,2016-03-10T21:47:56.248Z,"19km ESE of Ocotillo, CA",earthquake,0.4,0.3,0.156,398,reviewed,ci,ci
2011-01-03T12:06:36.000Z,2011,1,3,12,38.247,-112.34,us,Utah,Piute County,5.4,4.6,mwr,134,33.4,,,us,usp000hsh5,2015-01-28T15:52:49.387Z,Utah,earthquake,,,,,reviewed,slc,us
2011-11-18T13:09:00.980Z,2011,11,18,13,48.4693333,-119.6075,us,Washington,Okanogan County,11.168,4.6,md,21,121,0.2138,0.26,uw,uw10831488,2016-09-01T18:43:34.819Z,Washington,earthquake,0.87,0.94,0.04,21,reviewed,uw,uw
2013-05-24T03:48:57.100Z,2013,5,24,3,40.1875,-121.0653,us,California,Plumas County,4.4,4.6,Md,,162,0.08084838,0.03,nc,nc71071964,2015-01-30T23:38:01.057Z,"11km WNW of Greenville, California",earthquake,0.6,2.4,0.2,15,reviewed,nc,nc
2004-11-29T01:54:14.300Z,2004,11,29,1,35.9958344,-120.5145035,us,California,Monterey County,8.484,4.59,ml,134,180,0.05513,0.29,ci,ci10063349,2016-04-02T00:46:22.703Z,"13km NW of Parkfield, CA",earthquake,1.3,1.55,0.212,18,automatic,ci,ci
2005-04-16T19:18:13.400Z,2005,4,16,19,35.0223333,-119.191,us,California,Kern County,9.288,4.59,mw,73,62,,0.35,ci,ci14138080,2016-11-10T01:05:03.763Z,"20km ESE of Maricopa, CA",earthquake,0.31,1.64,,6,reviewed,ci,ci
2012-08-26T19:20:04.810Z,2012,8,26,19,33.0158333,-115.5363333,us,California,Imperial County,4.79,4.59,mw,23,87,0.03107,0.12,ci,ci15199593,2016-03-11T16:00:04.539Z,"4km N of Brawley, CA",earthquake,0.39,0.48,,6,reviewed,ci,ci
2014-11-05T07:23:04.418Z,2014,11,5,7,41.9078,-119.6202,us,Nevada,Washoe County,0.1078,4.59,ml,6,78.37,0.508,0.1359,nn,nn00466248,2015-03-20T18:42:38.116Z,"67km ESE of Lakeview, Oregon",earthquake,4.7068,6.9496,0.16,3,reviewed,nn,nn
2014-11-13T06:36:07.489Z,2014,11,13,6,41.9009,-119.6224,us,Nevada,Washoe County,0,4.59,ml,7,80.61,0.507,0.0742,nn,nn00467620,2015-03-20T00:54:44.736Z,"67km ESE of Lakeview, Oregon",earthquake,4.4006,3.3758,0.31,7,reviewed,nn,nn
2002-06-14T12:40:45.360Z,2002,6,14,12,36.7163333,-116.293,us,Nevada,Nye County,9.653,4.58,mw,30,173,0.522,0.31,ci,ci13657604,2016-04-01T23:24:45.868Z,"46km ESE of Beatty, NV",earthquake,1.42,1.87,,6,reviewed,ci,ci
2014-07-05T16:59:34.090Z,2014,7,5,16,34.2823333,-117.0266667,us,California,San Bernardino County,7.25,4.58,mw,188,32,,0.23,ci,ci15520985,2016-03-11T13:14:01.469Z,"11km NE of Running Springs, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2010-11-04T19:39:59.550Z,2010,11,4,19,32.8645,-115.9973333,us,California,Imperial County,13.146,4.57,ml,64,39,0.03251,0.25,ci,ci10832573,2016-03-10T06:46:30.992Z,"14km N of Ocotillo, CA",earthquake,0.26,0.58,0.146,196,reviewed,ci,ci
2015-07-27T01:05:33.610Z,2015,7,27,1,41.8875,-119.6226,us,Nevada,Washoe County,10.72,4.55,ml,7,104.43,0.144,0.1857,nn,nn00503760,2015-10-22T20:05:02.040Z,"68km ESE of Lakeview, Oregon",earthquake,1.9182,2.416,0.33,6,reviewed,nn,nn
2003-01-25T09:16:10.220Z,2003,1,25,9,35.3175,-118.6538333,us,California,Kern County,4.868,4.54,ml,55,44.8,0.1924,0.24,ci,ci9882329,2016-04-02T19:12:20.289Z,"20km NE of Arvin, CA",earthquake,0.27,23.57,0.983,130,reviewed,ci,ci
2006-06-15T12:24:51.440Z,2006,6,15,12,37.1073333,-121.465,us,California,Santa Clara County,6.686,4.54,ml,6,122,,0.31,ci,ci14233416,2016-04-27T15:14:44.324Z,"13km E of San Martin, CA",earthquake,1.7,20.76,0.135,157,reviewed,ci,ci
2010-05-19T00:38:59.780Z,2010,5,19,0,32.6601667,-115.8253333,us,California,Imperial County,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2016-03-10T16:48:36.084Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2000-06-14T21:49:18.710Z,2000,6,14,21,32.8896667,-115.5091667,us,California,Imperial County,10.047,4.51,ml,39,71,0.06752,0.38,ci,ci9154141,2016-04-02T04:44:55.018Z,"7km NE of Imperial, CA",earthquake,0.71,31.61,0.127,289,reviewed,ci,ci
2000-06-26T15:43:07.550Z,2000,6,26,15,34.7821667,-116.2968333,us,California,San Bernardino County,3.234,4.51,ml,36,34.4,,0.19,ci,ci9155518,2016-04-02T14:21:00.839Z,"14km WNW of Ludlow, CA",earthquake,0.34,0.5,0.236,81,reviewed,ci,ci
2010-04-06T10:06:37.750Z,2010,4,6,10,32.6651667,-115.8106667,us,California,Imperial County,1.733,4.51,ml,39,158,0.07283,0.23,ci,ci14618772,2016-03-10T17:57:36.319Z,"19km ESE of Ocotillo, CA",earthquake,0.46,0.67,0.13,209,reviewed,ci,ci
2000-05-08T09:12:34.920Z,2000,5,8,9,40.322,-124.695,us,California,Humboldt County,7.4,4.5,mwr,,,,,us,usp0009sm8,2014-11-07T01:10:05.608Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2000-05-17T22:32:07.660Z,2000,5,17,22,39.392,-123.067,us,California,Mendocino County,7,4.5,mwr,,,,,us,usp0009t3n,2014-11-07T01:10:09.716Z,Northern California,earthquake,,,,,reviewed,nc,brk
2000-09-22T10:50:27.190Z,2000,9,22,10,40.853,-124.462,us,California,Humboldt County,13.1,4.5,mwr,68,,,,us,usp000a0nk,2015-01-28T12:32:07.126Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2000-09-26T07:20:29.950Z,2000,9,26,7,38.657,-119.526,us,California,Mono County,9.2,4.5,mwr,75,,,,us,usp000a0u7,2015-01-28T13:03:29.445Z,Central California,earthquake,,,,,reviewed,ren,brk
2001-07-19T20:15:34.000Z,2001,7,19,20,38.731,-111.521,us,Utah,Sevier County,3.7,4.5,mb,63,,,,us,usp000ajuq,2014-11-07T01:13:19.001Z,Utah,earthquake,,,,7,reviewed,slc,us
2001-09-05T10:52:07.890Z,2001,9,5,10,37.143,-104.618,us,Colorado,Las Animas County,5,4.5,mblg,71,,,0.85,us,usp000anp9,2015-03-24T02:09:00.117Z,Colorado,earthquake,,,,,reviewed,us,us
2002-06-29T14:36:04.790Z,2002,6,29,14,45.3348333,-121.6863333,us,Oregon,Hood River County,4.915,4.5,md,41,37,,0.27,uw,uw10569358,2016-09-01T18:41:14.587Z,"Mount Hood area, Oregon",earthquake,0.071,0.11,0.03,50,reviewed,uw,uw
2003-02-22T19:33:45.800Z,2003,2,22,19,34.3096667,-116.8503333,us,California,San Bernardino County,1.409,4.5,ml,89,17.8,,0.23,ci,ci13936812,2016-04-02T16:00:45.096Z,"5km N of Big Bear City, CA",earthquake,0.2,0.43,0.558,133,reviewed,ci,ci
2003-08-21T07:46:53.000Z,2003,8,21,7,44.08,-110.51,us,Wyoming,Teton County,3.5,4.5,mb,87,52.8,,,us,usp000c5gu,2015-03-24T00:42:23.421Z,Wyoming,earthquake,,,,19,reviewed,slc,us
2003-11-23T12:19:59.750Z,2003,11,23,12,40.729,-115.148,us,Nevada,Elko County,10,4.5,mb,30,60.2,,0.57,us,usp000cdrc,2015-03-24T01:56:07.887Z,Nevada,earthquake,,,,4,reviewed,us,us
2003-12-09T20:59:18.700Z,2003,12,9,20,37.774,-78.1,us,Virginia,Goochland County,10,4.5,mlg,,,,,se,se605386,2016-05-27T19:18:13.740Z,"16km E of Weber City, Virginia",earthquake,8.8,6.3,,,reviewed,se,se
2004-02-18T20:37:46.000Z,2004,2,18,20,38.834,-122.765,us,California,Lake County,3.6,4.5,mwr,50,136.2,,,us,usp000cmgw,2015-01-28T10:59:38.520Z,Northern California,earthquake,,,,,reviewed,nc,brk
2004-05-16T01:29:39.270Z,2004,5,16,1,37.28,-114.84,us,Nevada,Lincoln County,0,4.5,ml,60,35.2,,,us,usp000cv5v,2015-01-29T21:42:13.614Z,Nevada,earthquake,,,,,reviewed,ren,ren
2004-12-12T09:13:33.570Z,2004,12,12,9,40.697,-123.867,us,California,Humboldt County,28.5,4.5,mwr,83,168.4,,,us,usp000dahe,2015-01-28T08:07:03.124Z,Northern California,earthquake,,,,,reviewed,nc,brk
2005-06-26T18:45:57.075Z,2005,6,26,18,39.3097,-120.0602,us,California,Nevada County,9.7,4.5,ml,40,34.1,0.025,0.1184,nn,nn00146980,2015-11-17T20:57:54.830Z,"7km N of Tahoe Vista, California",earthquake,0.44,1,0,1,reviewed,nn,nn
2005-09-02T01:27:18.610Z,2005,9,2,1,33.1748333,-115.6311667,us,California,Imperial County,4.977,4.5,mh,60,32,0.01097,0.36,ci,ci12217067,2016-11-10T01:11:04.806Z,"12km WNW of Calipatria, CA",earthquake,0.49,0.78,,0,reviewed,ci,ci
2006-10-08T02:48:26.650Z,2006,10,8,2,46.8498333,-121.6001667,us,Washington,Pierce County,1.649,4.5,md,96,23,,0.35,uw,uw10701498,2016-09-01T18:41:38.012Z,Washington,earthquake,0.336,0.63,0.04,18,reviewed,uw,uw
2007-05-09T08:07:31.340Z,2007,5,9,8,40.384,-124.955,us,California,Humboldt County,0,4.5,mwr,62,201.4,,,us,usp000fbk5,2015-03-24T00:49:48.053Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
2007-08-06T05:59:45.100Z,2007,8,6,5,37.761,-114.339,us,Nevada,Lincoln County,3.368,4.5,mh,36,278,1.414,7.27,ci,ci14311588,2016-03-09T12:36:19.051Z,"22km NE of Caliente, NV",earthquake,25.81,31.61,,0,reviewed,ci,ci
